ID,Legacy ID,First Name,Last Name,Department,Average Rating,Number of Ratings,Average Difficulty,Would Take Again %,School Name,School ID,RMP URL
VGVhY2hlci0yMjMzMzI1,2233325,Alexander,Bigazzi,Urban Planning,3.3,4,4.0,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2233325
VGVhY2hlci0yNjc2Mjc1,2676275,Sara,Press,English,5.0,3,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2676275
VGVhY2hlci0xODY3MzYx,1867361,Ivan,Beschastnikh,Computer Science,4.9,13,3.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1867361
VGVhY2hlci0yNzY1ODQx,2765841,Taeh,Haddock,Psychology,2.4,9,3.2,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2765841
VGVhY2hlci0xNzU1ODY1,1755865,James,Tansey,Business,3.5,2,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1755865
VGVhY2hlci05ODM4NQ==,98385,Robert,Miller,Languages,4.5,90,2.3,89.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/98385
VGVhY2hlci0zNzQyODY=,374286,Seemi,Ghazi,Classical Studies,4.2,58,3.2,89.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/374286
VGVhY2hlci0xNzM4OTg0,1738984,James,Charbonneau,Physics & Astronomy,4.9,61,2.6,97.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1738984
VGVhY2hlci0yNTQ2NDU2,2546456,Shen-Ning,Tung,Mathematics,2.7,9,3.4,44.4,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2546456
VGVhY2hlci0yMTI1NTMx,2125531,Rogall,Thorsten,Economics,4.7,16,2.5,92.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2125531
VGVhY2hlci0yNTc3NjY5,2577669,Amir,Bahreini,Business,2.0,4,2.3,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2577669
VGVhY2hlci0yNzk4OTUx,2798951,Natasha,Pestonji,Psychology,5.0,1,4.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2798951
VGVhY2hlci0yNzI3OTI3,2727927,Livia,Poljak,French,5.0,3,1.0,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2727927
VGVhY2hlci0yNjk3MTM2,2697136,Debanjana,Kundu,Mathematics,2.7,3,3.7,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2697136
VGVhY2hlci0yODgxMjI=,288122,Lisa,Matthewson,Linguistics,4.2,17,2.7,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/288122
VGVhY2hlci0yNjE4NzUy,2618752,Annabel,Lyon,Creative Writing,3.3,8,2.9,62.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2618752
VGVhY2hlci0xNzQ3NTMz,1747533,Gordon,Paslawski,Music,2.2,10,3.8,12.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1747533
VGVhY2hlci0yNzY5NDY4,2769468,Zoe,Huang,Mathematics,2.4,5,3.4,20.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2769468
VGVhY2hlci0yNzY0ODcy,2764872,Vincenzo,Coia,Statistics,1.2,6,3.5,16.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2764872
VGVhY2hlci0yNzA2NTg1,2706585,Patrick,Reilly,Business,5.0,3,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2706585
VGVhY2hlci0yNzYyODU4,2762858,Omer,Ozkan,Political Science,5.0,2,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2762858
VGVhY2hlci0yNjI5Nzg5,2629789,Darren,Fleet,Writing,5.0,7,3.1,85.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2629789
VGVhY2hlci0xNzg5ODEx,1789811,Yuelin,Zhang,Botany,3.6,10,3.6,40.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1789811
VGVhY2hlci0yMzg0NjA1,2384605,Guy,Shababo,Asian Studies,5.0,1,1.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2384605
VGVhY2hlci0yMzg5Nzcx,2389771,Bruce,Shepherd,Computer Science,4.0,7,3.6,71.4,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2389771
VGVhY2hlci0yNjIzMjIw,2623220,Rachel,Wilson,Botany,5.0,3,2.7,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2623220
VGVhY2hlci0yNjY3ODMw,2667830,Ayasha,Guerin,English,4.6,7,2.3,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2667830
VGVhY2hlci03Mzk5NQ==,73995,Linda,Scratchley,Psychology,3.4,51,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/73995
VGVhY2hlci0zMjMxMA==,32310,Rob,Cousland,Religion,4.5,42,2.7,85.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/32310
VGVhY2hlci0yNDY3Njg3,2467687,Hou,Dongchen,Asian Studies,3.5,10,2.5,60.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2467687
VGVhY2hlci0xMjU0OTUy,1254952,Kim,Campbell,Family Practice,1.0,1,5.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1254952
VGVhY2hlci0yMjc2MTE=,227611,Ljerka,Kunst,Biology,3.1,57,3.4,61.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/227611
VGVhY2hlci0yMjIwMTA=,222010,Carrie,Yodanis,Sociology,3.3,60,3.6,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/222010
VGVhY2hlci0yNzg0NzU2,2784756,Tricia,Curmi,Engineering,2.0,8,3.6,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2784756
VGVhY2hlci0yNzI2NjM4,2726638,Lisa,Brunner,Education,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2726638
VGVhY2hlci05MTUxNQ==,91515,Judy,Segal,English,3.6,61,3.0,77.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/91515
VGVhY2hlci0xOTU2Mjk2,1956296,Elisa,Baniassad,Computer Science,4.3,38,2.6,78.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1956296
VGVhY2hlci05MzMwNA==,93304,David,McArthur,Agriculture,2.8,126,3.6,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/93304
VGVhY2hlci0zMTYzMzY=,316336,Dan,Moore,Geography,3.7,20,3.4,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/316336
VGVhY2hlci0xNzA5Nzk2,1709796,Thibault,Mayor,Biochemistry,2.4,17,3.8,38.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1709796
VGVhY2hlci00MTk1MjA=,419520,Shelley,Reid,Classics,3.5,60,3.8,44.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/419520
VGVhY2hlci0yNzg2ODA3,2786807,Maria,Cordero,"Gender, Race, Sexuality & Social Justice",1.0,2,3.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2786807
VGVhY2hlci0yNzg3MDcx,2787071,Anna,Ratuski,Land & Food Systems,5.0,2,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2787071
VGVhY2hlci0yMzgyOTgz,2382983,Mary,De Vera,Pharmacy,3.0,4,2.0,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2382983
VGVhY2hlci0yMzgzNzUz,2383753,Mark,Harrison,Pharmacy,5.0,2,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2383753
VGVhY2hlci0xNDQ0Ng==,14446,Jim,Little,Computer Science,2.8,43,3.2,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/14446
VGVhY2hlci0yNTYzMDg3,2563087,Caroline,Sanner,Family Studies,5.0,11,2.2,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2563087
VGVhY2hlci0xODM2Mzcw,1836370,Michael,Gordon,Biology,3.6,11,3.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1836370
VGVhY2hlci0yNzQ0MjQ0,2744244,Carolyn,Clarke,Business,5.0,2,3.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2744244
VGVhY2hlci0xOTU2ODk3,1956897,Dwayne,Hamson,Psychology,2.1,13,3.2,14.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1956897
VGVhY2hlci0yMjQzMDQ2,2243046,Gavin,Cameron,Law,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2243046
VGVhY2hlci01NzM4Mw==,57383,Laura,Moss,English,4.2,41,2.8,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/57383
VGVhY2hlci0xMjE1NTE=,121551,James,Scoates,Earth Science,4.4,19,2.3,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/121551
VGVhY2hlci0yMTU1OTM2,2155936,Michael,Marin,Health Science,3.5,4,3.8,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2155936
VGVhY2hlci0yNzg2MDUz,2786053,Dominic,Alford-Duguid,Philosophy,4.0,1,4.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2786053
VGVhY2hlci0yNTg2NDI5,2586429,Amee,Manges,Health Science,1.0,1,4.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2586429
VGVhY2hlci0yNzgzMzUy,2783352,James,Connolly,Urban Planning,1.0,1,4.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2783352
VGVhY2hlci01MjEyNzY=,521276,Laura,Hurd Clarke,Physical Ed,4.2,29,3.1,83.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/521276
VGVhY2hlci0yNzg0MDE2,2784016,Biz,Nijdam,German,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2784016
VGVhY2hlci0yNTMxNzg0,2531784,Ivan,Pastine,Economics,2.9,7,1.4,42.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2531784
VGVhY2hlci0xMDI5OTg1,1029985,James,Piret,Chemical & Biological Engin.,3.5,6,3.8,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1029985
VGVhY2hlci0yNzM0MDMz,2734033,Brittany,Carr,Science,5.0,1,1.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2734033
VGVhY2hlci0yNzgzODQ1,2783845,Ethan,Greenblatt,Biochem. & Molecular Biology,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2783845
VGVhY2hlci0yMTY2MjI2,2166226,Jonatan,Schroeder,Computer Science,3.8,45,3.5,73.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2166226
VGVhY2hlci0yNDA4NzA3,2408707,Ryan,Taylor,Linguistics,2.8,12,2.9,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2408707
VGVhY2hlci0xMjg0MzM2,1284336,Gary,Bull,Forestry,2.6,8,3.4,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1284336
VGVhY2hlci0xNTY0MzI4,1564328,Najarian,Bahman,Psychology,3.9,7,3.6,80.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1564328
VGVhY2hlci00MjgzNw==,42837,Bill,McKellin,Anthropology,2.7,29,3.3,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/42837
VGVhY2hlci0yNDUzNDI=,245342,Alan,Jacobs,Political Science,4.1,45,3.0,77.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/245342
VGVhY2hlci0xOTczODgz,1973883,Shayna,Plaut,Sociology,4.1,6,4.2,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1973883
VGVhY2hlci0xODk0NjMz,1894633,Angela,Crane,Chemistry,4.5,33,2.7,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1894633
VGVhY2hlci0yNzU0NTcx,2754571,Carl,de Boer,Engineering,3.0,2,3.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2754571
VGVhY2hlci05NTgwOTA=,958090,Dale,Throness,Music,4.8,6,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/958090
VGVhY2hlci0yMjM3MjM4,2237238,Elise,Yeager,Mathematics,5.0,7,3.4,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2237238
VGVhY2hlci0yNTI1NjMw,2525630,Brandon,Hillier,Geography,4.5,2,3.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2525630
VGVhY2hlci0yNzYyMTA1,2762105,Jesse,Hill,Classical amp Medieval Studies,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2762105
VGVhY2hlci0yNDIyOTg5,2422989,Brooks,Sommerville,Philosophy,4.3,12,3.2,91.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2422989
VGVhY2hlci0yNjYwMTI3,2660127,Maria,Munoz,History,3.0,5,3.6,40.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2660127
VGVhY2hlci0zODMxNA==,38314,Robert,Van Wynsberghe,Social Science,3.4,11,2.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/38314
VGVhY2hlci0yMzE4MjE1,2318215,Neda,Todorovic,Linguistics,3.8,18,2.8,72.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2318215
VGVhY2hlci0xNjY0Mjgx,1664281,Rebecca,Hiller,Mathematics,5.0,6,1.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1664281
VGVhY2hlci0yNTE4NTY2,2518566,M. V.,Ramana,Political Science,3.8,4,2.3,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2518566
VGVhY2hlci0yNzczNDI3,2773427,Shannon,Leddy,Curriculum & Instruction,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2773427
VGVhY2hlci0yNTI3NDQ0,2527444,Antonio,Alfieri,Mathematics,2.3,10,3.3,40.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2527444
VGVhY2hlci0yNjQ4NDI3,2648427,Elizabeth (Lisa),Ren,History,5.0,3,2.7,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2648427
VGVhY2hlci0yNjQzNjc3,2643677,Alicia,Fahey,English,5.0,6,2.8,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2643677
VGVhY2hlci0yNjI5MDc2,2629076,Phyllis,Pearson,Philosophy,5.0,4,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2629076
VGVhY2hlci0yNzE5ODU3,2719857,Peifan,Wu,Economics,2.0,4,3.3,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2719857
VGVhY2hlci0xNzU2Ng==,17566,Christopher,Friedrichs,History,4.7,124,2.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/17566
VGVhY2hlci0yMjIxMTY5,2221169,Victor,Tang,Marketing,5.0,9,2.2,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2221169
VGVhY2hlci0yNzcyNDYy,2772462,Jackey,Dee,Biology,1.0,1,3.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2772462
VGVhY2hlci03ODY4MA==,78680,Richard,Price,Political Science,4.7,61,3.2,88.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/78680
VGVhY2hlci0xOTI3NjIw,1927620,Kathryn,Zeiler,Biology,2.5,37,3.3,28.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1927620
VGVhY2hlci0yNzcyMzA3,2772307,Abdullah,Al-Digs,Electrical & Comp. Engineering,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2772307
VGVhY2hlci0xODgxNzI4,1881728,Tomasz,Swiecki,Economics,2.8,17,3.2,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1881728
VGVhY2hlci0xNzE2MjMx,1716231,Marc,Carnovale,Mathematics,1.0,3,3.3,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1716231
VGVhY2hlci0xNjUwNjU5,1650659,Colleen,Brady,Pharmacy,2.1,5,3.6,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1650659
VGVhY2hlci0xMTE3NTQx,1117541,Laura,Hurd Clark,Human Kinetics,4.0,9,3.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1117541
VGVhY2hlci0yMTU1MDYy,2155062,Allan,Tupper,Political Science,3.6,5,4.0,60.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2155062
VGVhY2hlci0xMTIxNzk4,1121798,Beth,Clark,Educational Psychology,5.0,3,1.7,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1121798
VGVhY2hlci0yNzcwNTgw,2770580,Allison,Daniel,Foods amp Nutrition,5.0,1,4.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2770580
VGVhY2hlci0xNTE0MTY=,151416,Becki,Ross,Sociology,4.5,66,3.7,84.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/151416
VGVhY2hlci04NjE4MjY=,861826,Ann,Curry,Information Science,5.0,1,5.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/861826
VGVhY2hlci0yMDYyMTQ4,2062148,Xiaonan,Lu,Foods  Nutrition,3.8,12,2.4,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2062148
VGVhY2hlci0xMDQxOTk=,104199,Karen,Bakker,Geography,2.9,36,3.7,57.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/104199
VGVhY2hlci0yMjQzNjY3,2243667,Caitlin,Gordon-Walker,Anthropology,2.3,12,3.8,41.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2243667
VGVhY2hlci0yNzU4ODU4,2758858,Hesam,Dehghani,Linguistics,1.0,1,3.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2758858
VGVhY2hlci0zMjUxNzc=,325177,Cornelia,Kullmann,Finance,3.7,11,3.1,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/325177
VGVhY2hlci00MjU5NTk=,425959,Jeremy,Heyl,Physics,3.8,26,3.4,76.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/425959
VGVhY2hlci0yNDYyMzQ5,2462349,Ken,Kikkawa,Business,2.5,8,4.5,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2462349
VGVhY2hlci0xODg2NjE4,1886618,Alexander,Bleck,Accounting,3.1,32,3.9,56.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1886618
VGVhY2hlci0yNzY1Mjcx,2765271,Becca,Bonham-Carter,Mathematics,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2765271
VGVhY2hlci0yNjQ3NDAz,2647403,Robyn,Newell,Engineering,5.0,5,3.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2647403
VGVhY2hlci0zMDUxNjI=,305162,Marie-Claude,Fortin,Land & Food Systems,2.4,19,3.8,7.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/305162
VGVhY2hlci0yNDE0NjUy,2414652,Boaz,Elazar,Mathematics,4.2,13,3.6,76.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2414652
VGVhY2hlci0yNDA4MDMx,2408031,Dongwook,Yoon,Computer Science,3.6,9,3.0,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2408031
VGVhY2hlci0yMzc2MzQ0,2376344,Ranbir,Johal,Asian Studies,2.3,3,3.0,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2376344
VGVhY2hlci0yMTc5MDY=,217906,Andrea,Perrino,Psychology,3.7,144,3.5,54.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/217906
VGVhY2hlci0yNzY2MTMy,2766132,Sheila,Teves,Biochemistry,4.0,1,4.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2766132
VGVhY2hlci0yNjk5ODk5,2699899,Paul,Winkelman,Engineering,4.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2699899
VGVhY2hlci01MjkwMA==,52900,Calvin,Roskelley,Physiology,4.7,49,2.6,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/52900
VGVhY2hlci0yNzI5OTEw,2729910,Amin,Ghasemazar,Computer Engineering,4.8,4,3.3,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2729910
VGVhY2hlci0yNDkwODM4,2490838,Pierre,Walter,Educational Studies,5.0,2,1.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2490838
VGVhY2hlci01NzkwOQ==,57909,Ian,McKendry,Geography,4.3,64,2.4,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/57909
VGVhY2hlci05MzcxMTk=,937119,Pierre,Kennepohl,Chemistry,2.7,33,3.9,27.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/937119
VGVhY2hlci0xMjE1NTM=,121553,Brian,Klinkenberg,Geography,3.3,14,3.4,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/121553
VGVhY2hlci0yMDE5NDA1,2019405,Jacqueline,quandt,Pathology,4.1,6,3.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2019405
VGVhY2hlci0yNjI3ODE4,2627818,Berg,Collette,Theater,5.0,4,3.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2627818
VGVhY2hlci0yNzY0Mzgx,2764381,Lia,Frederiksen,Geography,4.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2764381
VGVhY2hlci0xMTc4OQ==,11789,Dale,Peterson,Mathematics,1.8,198,4.1,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/11789
VGVhY2hlci0zNDE4Ng==,34186,Alison,Bailey,Ethnic Studies,4.1,43,2.6,83.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/34186
VGVhY2hlci0yNTUyMDkw,2552090,Shamil,Asgarli,Mathematics,5.0,30,2.9,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2552090
VGVhY2hlci0yNDE5NzQy,2419742,Yinon,Spinka,Mathematics,3.7,7,3.6,57.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2419742
VGVhY2hlci0yNzY0MjI4,2764228,Vicky,Thomson,Counseling Psychology,4.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2764228
VGVhY2hlci0yNjgxMDYy,2681062,Rodolfo,Ortiz,Spanish,4.0,2,3.0,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2681062
VGVhY2hlci0yNzE5NDgy,2719482,Seth,Holland,Neurological Sciences,4.0,2,4.0,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2719482
VGVhY2hlci0yNjIyMzMw,2622330,Leo,Ma,Economics,2.4,11,4.3,18.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2622330
VGVhY2hlci0yNDM4OTY5,2438969,Justin,Dwyer,Classical Studies,4.8,4,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2438969
VGVhY2hlci0yNzAzMDYz,2703063,Forough,Pourhossein,Business,4.5,6,2.3,83.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2703063
VGVhY2hlci00MjMyNw==,42327,Peter,Graf,Psychology,2.9,204,3.0,39.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/42327
